
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2002	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2047.14	1	0.0894	1	0.0306
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2050.44	1	0.179	2	0.0613
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2095	1	0.268	3	0.0919
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2096.4	1	0.357	4	0.123
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2110.61	1	0.447	5	0.153
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2090.57	1	0.536	6	0.184
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2083.5	1	0.626	7	0.214
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2209.46	1	0.715	8	0.245
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2142.1	1	0.804	9	0.276
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2118.89	1	0.894	10	0.306
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2184.02	1	0.983	11	0.337
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2139.75	1	1.07	12	0.368
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2116.66	1	1.16	13	0.398
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2120.09	1	1.25	14	0.429
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2124.47	1	1.34	15	0.459
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2106.4	1	1.43	16	0.49
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2059	1	1.52	17	0.521
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2059.99	1	1.61	18	0.551
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2103.14	1	1.7	19	0.582
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2008.5	1	1.79	20	0.613
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2036.75	1	1.88	21	0.643
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2028.86	1	1.97	22	0.674
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2041	1	2.06	23	0.704
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2047.65	1	2.14	24	0.735
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2027.81	1	2.23	25	0.766
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2079.14	1	2.32	26	0.796
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2127.45	1	2.41	27	0.827
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2291.97	1	2.5	28	0.858
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2531.29	1	2.59	29	0.888
Line Profile Sample 31 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2815.68	1	2.68	30	0.919
Line Profile Sample 32 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2833.06	1	2.77	31	0.949
Line Profile Sample 33 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2614.33	1	2.86	32	0.98
Line Profile Sample 34 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 21	2438	1	2.92	32.65	1
