
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 16	Lines 16 Profile Sample	1264	 3	16	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 16	Lines 16 Profile Sample	1428.81	 3	16	0.0894	1	0.0523	Line Profile Sample
Line Profile Sample 3 for Lines 16	Lines 16 Profile Sample	1519.63	 3	16	0.179	2	0.105	Line Profile Sample
Line Profile Sample 4 for Lines 16	Lines 16 Profile Sample	1578.03	 3	16	0.268	3	0.157	Line Profile Sample
Line Profile Sample 5 for Lines 16	Lines 16 Profile Sample	1585.3	 3	16	0.357	4	0.209	Line Profile Sample
Line Profile Sample 6 for Lines 16	Lines 16 Profile Sample	1587.19	 3	16	0.447	5	0.262	Line Profile Sample
Line Profile Sample 7 for Lines 16	Lines 16 Profile Sample	1599.04	 3	16	0.536	6	0.314	Line Profile Sample
Line Profile Sample 8 for Lines 16	Lines 16 Profile Sample	1602.69	 3	16	0.626	7	0.366	Line Profile Sample
Line Profile Sample 9 for Lines 16	Lines 16 Profile Sample	1617.54	 3	16	0.715	8	0.419	Line Profile Sample
Line Profile Sample 10 for Lines 16	Lines 16 Profile Sample	1615.3	 3	16	0.804	9	0.471	Line Profile Sample
Line Profile Sample 11 for Lines 16	Lines 16 Profile Sample	1618.6	 3	16	0.894	10	0.523	Line Profile Sample
Line Profile Sample 12 for Lines 16	Lines 16 Profile Sample	1609.08	 3	16	0.983	11	0.576	Line Profile Sample
Line Profile Sample 13 for Lines 16	Lines 16 Profile Sample	1586.75	 3	16	1.07	12	0.628	Line Profile Sample
Line Profile Sample 14 for Lines 16	Lines 16 Profile Sample	1551.9	 3	16	1.16	13	0.68	Line Profile Sample
Line Profile Sample 15 for Lines 16	Lines 16 Profile Sample	1535.5	 3	16	1.25	14	0.733	Line Profile Sample
Line Profile Sample 16 for Lines 16	Lines 16 Profile Sample	1533.97	 3	16	1.34	15	0.785	Line Profile Sample
Line Profile Sample 17 for Lines 16	Lines 16 Profile Sample	1526.25	 3	16	1.43	16	0.837	Line Profile Sample
Line Profile Sample 18 for Lines 16	Lines 16 Profile Sample	1533.94	 3	16	1.52	17	0.89	Line Profile Sample
Line Profile Sample 19 for Lines 16	Lines 16 Profile Sample	1517.5	 3	16	1.61	18	0.942	Line Profile Sample
Line Profile Sample 20 for Lines 16	Lines 16 Profile Sample	1443.08	 3	16	1.7	19	0.995	Line Profile Sample
Line Profile Sample 21 for Lines 16	Lines 16 Profile Sample	1437	 3	16	1.71	19.1	1	Line Profile Sample
