
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 46	Lines 46 Profile Sample	1133	 7	46	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 46	Lines 46 Profile Sample	1207.1	 7	46	0.0894	1	0.0657	Line Profile Sample
Line Profile Sample 3 for Lines 46	Lines 46 Profile Sample	1214.88	 7	46	0.179	2	0.131	Line Profile Sample
Line Profile Sample 4 for Lines 46	Lines 46 Profile Sample	1206.01	 7	46	0.268	3	0.197	Line Profile Sample
Line Profile Sample 5 for Lines 46	Lines 46 Profile Sample	1222.45	 7	46	0.357	4	0.263	Line Profile Sample
Line Profile Sample 6 for Lines 46	Lines 46 Profile Sample	1239.36	 7	46	0.447	5	0.328	Line Profile Sample
Line Profile Sample 7 for Lines 46	Lines 46 Profile Sample	1288.51	 7	46	0.536	6	0.394	Line Profile Sample
Line Profile Sample 8 for Lines 46	Lines 46 Profile Sample	1347.84	 7	46	0.626	7	0.46	Line Profile Sample
Line Profile Sample 9 for Lines 46	Lines 46 Profile Sample	1368.75	 7	46	0.715	8	0.525	Line Profile Sample
Line Profile Sample 10 for Lines 46	Lines 46 Profile Sample	1344.6	 7	46	0.804	9	0.591	Line Profile Sample
Line Profile Sample 11 for Lines 46	Lines 46 Profile Sample	1321.08	 7	46	0.894	10	0.657	Line Profile Sample
Line Profile Sample 12 for Lines 46	Lines 46 Profile Sample	1335.11	 7	46	0.983	11	0.722	Line Profile Sample
Line Profile Sample 13 for Lines 46	Lines 46 Profile Sample	1332.71	 7	46	1.07	12	0.788	Line Profile Sample
Line Profile Sample 14 for Lines 46	Lines 46 Profile Sample	1348.49	 7	46	1.16	13	0.853	Line Profile Sample
Line Profile Sample 15 for Lines 46	Lines 46 Profile Sample	1363.93	 7	46	1.25	14	0.919	Line Profile Sample
Line Profile Sample 16 for Lines 46	Lines 46 Profile Sample	1358.58	 7	46	1.34	15	0.985	Line Profile Sample
Line Profile Sample 17 for Lines 46	Lines 46 Profile Sample	1355	 7	46	1.36	15.23	1	Line Profile Sample
