
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 84	Lines 84 Profile Sample	863	 13	84	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 84	Lines 84 Profile Sample	1003	 13	84	0.0894	1	0.0625	Line Profile Sample
Line Profile Sample 3 for Lines 84	Lines 84 Profile Sample	1008	 13	84	0.179	2	0.125	Line Profile Sample
Line Profile Sample 4 for Lines 84	Lines 84 Profile Sample	957	 13	84	0.268	3	0.188	Line Profile Sample
Line Profile Sample 5 for Lines 84	Lines 84 Profile Sample	856	 13	84	0.357	4	0.25	Line Profile Sample
Line Profile Sample 6 for Lines 84	Lines 84 Profile Sample	858	 13	84	0.447	5	0.312	Line Profile Sample
Line Profile Sample 7 for Lines 84	Lines 84 Profile Sample	863	 13	84	0.536	6	0.375	Line Profile Sample
Line Profile Sample 8 for Lines 84	Lines 84 Profile Sample	870	 13	84	0.626	7	0.438	Line Profile Sample
Line Profile Sample 9 for Lines 84	Lines 84 Profile Sample	851	 13	84	0.715	8	0.5	Line Profile Sample
Line Profile Sample 10 for Lines 84	Lines 84 Profile Sample	864	 13	84	0.804	9	0.562	Line Profile Sample
Line Profile Sample 11 for Lines 84	Lines 84 Profile Sample	850	 13	84	0.894	10	0.625	Line Profile Sample
Line Profile Sample 12 for Lines 84	Lines 84 Profile Sample	830	 13	84	0.983	11	0.688	Line Profile Sample
Line Profile Sample 13 for Lines 84	Lines 84 Profile Sample	881	 13	84	1.07	12	0.75	Line Profile Sample
Line Profile Sample 14 for Lines 84	Lines 84 Profile Sample	895	 13	84	1.16	13	0.812	Line Profile Sample
Line Profile Sample 15 for Lines 84	Lines 84 Profile Sample	870	 13	84	1.25	14	0.875	Line Profile Sample
Line Profile Sample 16 for Lines 84	Lines 84 Profile Sample	846	 13	84	1.34	15	0.938	Line Profile Sample
Line Profile Sample 17 for Lines 84	Lines 84 Profile Sample	797	 13	84	1.43	16	1	Line Profile Sample
Line Profile Sample 18 for Lines 84	Lines 84 Profile Sample	797	 13	84	1.43	16	1	Line Profile Sample
