
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	1943	 7	3	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	1942	 7	3	0.0894	1	0.0476	Line Profile Sample
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	1953	 7	3	0.179	2	0.0952	Line Profile Sample
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	1953	 7	3	0.268	3	0.143	Line Profile Sample
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	1972	 7	3	0.357	4	0.19	Line Profile Sample
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	2041	 7	3	0.447	5	0.238	Line Profile Sample
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	2151	 7	3	0.536	6	0.286	Line Profile Sample
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	2154	 7	3	0.626	7	0.333	Line Profile Sample
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	2206	 7	3	0.715	8	0.381	Line Profile Sample
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	2156	 7	3	0.804	9	0.429	Line Profile Sample
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	2123	 7	3	0.894	10	0.476	Line Profile Sample
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	2048	 7	3	0.983	11	0.524	Line Profile Sample
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	1986	 7	3	1.07	12	0.571	Line Profile Sample
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	1974	 7	3	1.16	13	0.619	Line Profile Sample
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	2001	 7	3	1.25	14	0.667	Line Profile Sample
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	2035	 7	3	1.34	15	0.714	Line Profile Sample
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	2009	 7	3	1.43	16	0.762	Line Profile Sample
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	2007	 7	3	1.52	17	0.81	Line Profile Sample
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	1913	 7	3	1.61	18	0.857	Line Profile Sample
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	1887	 7	3	1.7	19	0.905	Line Profile Sample
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	1861	 7	3	1.79	20	0.952	Line Profile Sample
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	1732	 7	3	1.88	21	1	Line Profile Sample
Line Profile Sample 23 for Lines 3	Lines 3 Profile Sample	1732	 7	3	1.88	21	1	Line Profile Sample
