
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	242	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	227.82	1	0.0894	1	0.0306
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	229.72	1	0.179	2	0.0613
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	239.5	1	0.268	3	0.0919
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	246.68	1	0.357	4	0.123
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	250.81	1	0.447	5	0.153
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	256.37	1	0.536	6	0.184
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	248.52	1	0.626	7	0.214
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	240.81	1	0.715	8	0.245
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	236.71	1	0.804	9	0.276
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	231.52	1	0.894	10	0.306
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	260.29	1	0.983	11	0.337
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	238.27	1	1.07	12	0.368
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	239.64	1	1.16	13	0.398
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	247.18	1	1.25	14	0.429
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	260.77	1	1.34	15	0.459
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	259.24	1	1.43	16	0.49
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	243.24	1	1.52	17	0.521
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	233.14	1	1.61	18	0.551
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	252.33	1	1.7	19	0.582
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	243.28	1	1.79	20	0.613
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	241.01	1	1.88	21	0.643
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	250.18	1	1.97	22	0.674
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	247.28	1	2.06	23	0.704
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	251.67	1	2.14	24	0.735
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	265.92	1	2.23	25	0.766
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	261.31	1	2.32	26	0.796
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	241.82	1	2.41	27	0.827
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	255.22	1	2.5	28	0.858
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	247.99	1	2.59	29	0.888
Line Profile Sample 31 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	247.4	1	2.68	30	0.919
Line Profile Sample 32 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	255.35	1	2.77	31	0.949
Line Profile Sample 33 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	273.13	1	2.86	32	0.98
Line Profile Sample 34 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 28	280	1	2.92	32.65	1
