
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	883	16	0	0	0
Line Profile Sample 2 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	989.72	16	0.0894	1	0.0371
Line Profile Sample 3 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1091.73	16	0.179	2	0.0743
Line Profile Sample 4 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1222.22	16	0.268	3	0.111
Line Profile Sample 5 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1309.73	16	0.357	4	0.149
Line Profile Sample 6 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1374.61	16	0.447	5	0.186
Line Profile Sample 7 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1429.22	16	0.536	6	0.223
Line Profile Sample 8 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1420.85	16	0.626	7	0.26
Line Profile Sample 9 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1430.5	16	0.715	8	0.297
Line Profile Sample 10 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1421.21	16	0.804	9	0.334
Line Profile Sample 11 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1425.85	16	0.894	10	0.371
Line Profile Sample 12 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1430.12	16	0.983	11	0.409
Line Profile Sample 13 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1434.51	16	1.07	12	0.446
Line Profile Sample 14 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1430.03	16	1.16	13	0.483
Line Profile Sample 15 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1412.26	16	1.25	14	0.52
Line Profile Sample 16 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1397.42	16	1.34	15	0.557
Line Profile Sample 17 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1417.86	16	1.43	16	0.594
Line Profile Sample 18 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1423.25	16	1.52	17	0.631
Line Profile Sample 19 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1421.09	16	1.61	18	0.669
Line Profile Sample 20 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1390.98	16	1.7	19	0.706
Line Profile Sample 21 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1355.2	16	1.79	20	0.743
Line Profile Sample 22 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1355.31	16	1.88	21	0.78
Line Profile Sample 23 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1334.12	16	1.97	22	0.817
Line Profile Sample 24 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1323.42	16	2.06	23	0.854
Line Profile Sample 25 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1302.93	16	2.14	24	0.891
Line Profile Sample 26 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1264.92	16	2.23	25	0.928
Line Profile Sample 27 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1169.26	16	2.32	26	0.966
Line Profile Sample 28 for Lines 16	Lines 16 Profile Sample	Line Profile Sample	 13	1047	16	2.41	26.93	1
