
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 2	Lines 2 Profile Sample	1394	 27	2	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 2	Lines 2 Profile Sample	1529.75	 27	2	0.0894	1	0.0466	Line Profile Sample
Line Profile Sample 3 for Lines 2	Lines 2 Profile Sample	1598.99	 27	2	0.179	2	0.0931	Line Profile Sample
Line Profile Sample 4 for Lines 2	Lines 2 Profile Sample	1620.33	 27	2	0.268	3	0.14	Line Profile Sample
Line Profile Sample 5 for Lines 2	Lines 2 Profile Sample	1627.07	 27	2	0.357	4	0.186	Line Profile Sample
Line Profile Sample 6 for Lines 2	Lines 2 Profile Sample	1662.08	 27	2	0.447	5	0.233	Line Profile Sample
Line Profile Sample 7 for Lines 2	Lines 2 Profile Sample	1693.12	 27	2	0.536	6	0.279	Line Profile Sample
Line Profile Sample 8 for Lines 2	Lines 2 Profile Sample	1751.5	 27	2	0.626	7	0.326	Line Profile Sample
Line Profile Sample 9 for Lines 2	Lines 2 Profile Sample	1814.17	 27	2	0.715	8	0.373	Line Profile Sample
Line Profile Sample 10 for Lines 2	Lines 2 Profile Sample	1903.69	 27	2	0.804	9	0.419	Line Profile Sample
Line Profile Sample 11 for Lines 2	Lines 2 Profile Sample	1928.59	 27	2	0.894	10	0.466	Line Profile Sample
Line Profile Sample 12 for Lines 2	Lines 2 Profile Sample	1964.4	 27	2	0.983	11	0.512	Line Profile Sample
Line Profile Sample 13 for Lines 2	Lines 2 Profile Sample	1999.95	 27	2	1.07	12	0.559	Line Profile Sample
Line Profile Sample 14 for Lines 2	Lines 2 Profile Sample	2029.84	 27	2	1.16	13	0.605	Line Profile Sample
Line Profile Sample 15 for Lines 2	Lines 2 Profile Sample	2040.83	 27	2	1.25	14	0.652	Line Profile Sample
Line Profile Sample 16 for Lines 2	Lines 2 Profile Sample	2045.12	 27	2	1.34	15	0.699	Line Profile Sample
Line Profile Sample 17 for Lines 2	Lines 2 Profile Sample	2066.82	 27	2	1.43	16	0.745	Line Profile Sample
Line Profile Sample 18 for Lines 2	Lines 2 Profile Sample	2128.43	 27	2	1.52	17	0.792	Line Profile Sample
Line Profile Sample 19 for Lines 2	Lines 2 Profile Sample	2033.88	 27	2	1.61	18	0.838	Line Profile Sample
Line Profile Sample 20 for Lines 2	Lines 2 Profile Sample	1884.44	 27	2	1.7	19	0.885	Line Profile Sample
Line Profile Sample 21 for Lines 2	Lines 2 Profile Sample	1675.23	 27	2	1.79	20	0.931	Line Profile Sample
Line Profile Sample 22 for Lines 2	Lines 2 Profile Sample	1485.78	 27	2	1.88	21	0.978	Line Profile Sample
Line Profile Sample 23 for Lines 2	Lines 2 Profile Sample	1394	 27	2	1.92	21.47	1	Line Profile Sample
